01GEL,01,G,EL,-176.3008514129,-44.7429676608,32701
01GEM,01,G,EM,-176.3116277163,-43.8431510597,32701
01GEN,01,G,EN,-176.3219188376,-42.9426482792,32701
01GEP,01,G,EP,-176.3317448016,-42.0419998196,32701
01GEQ,01,G,EQ,-176.3411247339,-41.141746656,32701
01GER,01,G,ER,-176.3500926766,-40.2408087419,32701
01GFH,01,G,FH,-174.9392074043,-47.42667430649999,32701
01GFJ,01,G,FJ,-174.9736809523,-46.52778742139999,32701
01GFK,01,G,FK,-175.0065585412,-45.628198662,32701
01GFL,01,G,FL,-175.0379120478,-44.7284485717,32701
01GFM,01,G,FM,-175.0678096481,-43.8290781271,32701
01GFN,01,G,FN,-175.0963662362,-42.9290087967,32701
01GFP,01,G,FP,-175.1236364414,-42.0287815797,32701
01GFQ,01,G,FQ,-175.1496724946,-41.1289379242,32701
01GFR,01,G,FR,-175.1745681278,-40.2283989406,32701
01GGH,01,G,GH,-173.6156685573,-47.3954440055,32701
01GGJ,01,G,GJ,-173.6720677793,-46.4975169682,32701
01GGK,01,G,GK,-173.7258621358,-45.5988578819,32701
01GGL,01,G,GL,-173.7771682381,-44.7000086111,32701
01GGM,01,G,GM,-173.8260967565,-43.8015113779,32701
01GGN,01,G,GN,-173.8728349297,-42.9022903292,32701
01GGP,01,G,GP,-173.917471469,-42.0028874439,32701
01GGQ,01,G,GQ,-173.9600912353,-41.1038450996,32701
01GGR,01,G,GR,-174.0008471009,-40.2040866734,32701
01HBA,01,H,BA,-179.545073586,-35.7095666465,32701
01HBB,01,H,BB,-179.5337657335,-34.8082647025,32701
01HBC,01,H,BC,-179.5229493214,-33.9068404301,32701
01HBD,01,H,BD,-179.5126099623,-33.0058359362,32701
01HBE,01,H,BE,-179.5027161393,-32.1041709731,32701
01HBS,01,H,BS,-179.5956653423,-39.3124504105,32701
01HBT,01,H,BT,-179.5821649207,-38.4121877058,32701
01HBU,01,H,BU,-179.5692452331,-37.5112587619,32701
01HBV,01,H,BV,-179.5568875365,-36.6102045893,32701
01HCA,01,H,CA,-178.6081182401,-35.7259932973,32701
01HCB,01,H,CB,-178.5902698636,-34.8245077975,32701
01HCC,01,H,CC,-178.5731968182,-33.9228800572,32701
01HCD,01,H,CD,-178.5568757786,-33.0216531212,32701
01HCE,01,H,CE,-178.5412564364,-32.1197472404,32701
01HCS,01,H,CS,-178.6879836896,-39.3293947743,32701
01HCT,01,H,CT,-178.6666684185,-38.4290369468,32701
01HCU,01,H,CU,-178.6462726124,-37.527989334,32701
01HCV,01,H,CV,-178.626765764,-36.6267939582,32701
01HDA,01,H,DA,-177.5022802955,-35.7355529042,32701
01HDB,01,H,DB,-177.4966407469,-34.8337543127,32701
01HDC,01,H,DC,-177.491246208,-33.9318200412,32701
01HDD,01,H,DD,-177.4860892143,-33.0302929579,32701
01HDE,01,H,DE,-177.481153784,-32.1280926193,32701
01HDS,01,H,DS,-177.5275179233,-39.3402798622,32701
01HDT,01,H,DT,-177.5207816605,-38.4395788862,32701
01HDU,01,H,DU,-177.5143364412,-37.538196141,32701
01HDV,01,H,DV,-177.5081724835,-36.6366734006,32701
01HEA,01,H,EA,-176.3893461582,-35.7350677254,32701
01HEB,01,H,EB,-176.3962023481,-34.8332850782,32701
01HEC,01,H,EC,-176.4027606767,-33.93136642,32701
01HED,01,H,ED,-176.4090302181,-33.0298546279,32701
01HEE,01,H,EE,-176.4150304012,-32.1276692937,32701
01HES,01,H,ES,-176.3586639906,-39.3397272196,32701
01HET,01,H,ET,-176.366853463,-38.4390437033,32701
01HEU,01,H,EU,-176.3746891131,-37.5376780139,32701
01HEV,01,H,EV,-176.382182832,-36.6361719375,32701
01HFA,01,H,FA,-175.2835664125,-35.7245100643,32701
01HFB,01,H,FB,-175.302607378,-34.8230730726,32701
01HFC,01,H,FC,-175.3208212427,-33.9214928203,32701
01HFD,01,H,FD,-175.3382328733,-33.0203123799,32701
01HFE,01,H,FE,-175.3548959246,-32.1184521102,32701
01HFS,01,H,FS,-175.198365303,-39.3277061417,32701
01HFT,01,H,FT,-175.2211044575,-38.4274014954,32701
01HFU,01,H,FU,-175.2428628357,-37.5264058174,32701
01HFV,01,H,FV,-175.2636729575,-36.6252611686,32701
01HGA,01,H,GA,-174.1793147275,-35.7038209886,32701
01HGB,01,H,GB,-174.2104955766,-34.8030600313,32701
01HGC,01,H,GC,-174.240322909,-33.9021415894,32701
01HGD,01,H,GD,-174.2688372037,-33.0016091193,32701
01HGE,01,H,GE,-174.2961261088,-32.1003844819,32701
01HGS,01,H,GS,-174.0398072593,-39.3041544067,32701
01HGT,01,H,GT,-174.0770374587,-38.4045909625,32701
01HGU,01,H,GU,-174.1126637627,-37.5043191048,32701
01HGV,01,H,GV,-174.146739054,-36.6038814357,32701
01JAM,01,J,AM,179.4980619311,-25.7693524852,32701
01JAN,01,J,AN,179.5131577934,-24.8680833937,32701
01JBF,01,J,BF,-179.493256327,-31.202387851,32701
01JBG,01,J,BG,-179.4842191114,-30.3010292978,32701
01JBH,01,J,BH,-179.475578007,-29.3990150429,32701
01JBJ,01,J,BJ,-179.4673239156,-28.496888006,32701
01JBK,01,J,BK,-179.4594477395,-27.5951915037,32701
01JBL,01,J,BL,-179.4519271824,-26.6928452395,32701
01JBM,01,J,BM,-179.4447550464,-25.7905641997,32701
01JBN,01,J,BN,-179.428627374,-24.8887153181,32701
01JCF,01,J,CF,-178.5263200897,-31.2177055894,32701
01JCG,01,J,CG,-178.5120482612,-30.3160717753,32701
01JCH,01,J,CH,-178.4983987099,-29.4137658808,32701
01JCJ,01,J,CJ,-178.485356686,-28.5113316468,32701
01JCK,01,J,CK,-178.4729074786,-27.6093132274,32701
01JCL,01,J,CL,-178.4610155384,-26.7066305598,32701
01JCM,01,J,CM,-178.4496692014,-25.8038279315,32701
01JCN,01,J,CN,-178.4388567128,-24.9014500197,32701
01JDF,01,J,DF,-177.47643393,-31.2257620668,32701
01JDG,01,J,DG,-177.4719237436,-30.3238447785,32701
01JDH,01,J,DH,-177.4676098121,-29.4212602155,32701
01JDJ,01,J,DJ,-177.4634874161,-28.518552024,32701
01JDK,01,J,DK,-177.4595518539,-27.616264266,32701
01JDL,01,J,DL,-177.4557918402,-26.7133163158,32701
01JDM,01,J,DM,-177.4522036438,-25.8102523962,32701
01JDN,01,J,DN,-177.4487835095,-24.9076171209,32701
01JEF,01,J,EF,-176.4207685042,-31.2253534653,32701
01JEG,01,J,EG,-176.42625171,-30.3234506272,32701
01JEH,01,J,EH,-176.4314963243,-29.4208802721,32701
01JEJ,01,J,EJ,-176.4365080845,-28.5181860508,32701
01JEK,01,J,EK,-176.441292706,-27.6159120298,32701
01JEL,01,J,EL,-176.4458639084,-26.71297761230001,32701
01JEM,01,J,EM,-176.4502262276,-25.809927024,32701
01JEN,01,J,EN,-176.4543842287,-24.9073048819,32701
01JFF,01,J,FF,-175.3708303342,-31.2164552064,32701
01JFG,01,J,FG,-175.3860558014,-30.3148652959,32701
01JFH,01,J,FH,-175.4006173781,-29.4126025578,32701
01JFJ,01,J,FJ,-175.4145307896,-28.5102107477,32701
01JFK,01,J,FK,-175.42781172,-27.6082340342,32701
01JFL,01,J,FL,-175.4404980852,-26.7055924418,32701
01JFM,01,J,FM,-175.4526023207,-25.8028302681,32701
01JFN,01,J,FN,-175.4641369593,-24.9004922001,32701
01JGF,01,J,GF,-174.3222220777,-31.19901116260001,32701
01JGG,01,J,GG,-174.3471571914,-30.2980330696,32701
01JGH,01,J,GH,-174.3710050692,-29.396371726,32701
01JGJ,01,J,GJ,-174.3937913163,-28.4945710938,32701
01JGK,01,J,GK,-174.4155414846,-27.5931755424,32701
01JGL,01,J,GL,-174.4363175465,-26.6911063128,32701
01JGM,01,J,GM,-174.456139756,-25.7889078441,32701
01JGN,01,J,GN,-174.4750285368,-24.8871249615,32701
01JHM,01,J,HM,-173.4600009003,-25.7681624636,32701
01JHN,01,J,HN,-173.486218778,-24.86720559600001,32701
01KAA,01,K,AA,179.6101881509,-17.6512117727,32701
01KAB,01,K,AB,179.6196049131,-16.7491222681,32701
01KAP,01,K,AP,179.5275547433,-23.966169884,32701
01KAQ,01,K,AQ,179.5412656718,-23.0641557462,32701
01KAR,01,K,AR,179.5543037177,-22.1625851087,32701
01KAS,01,K,AS,179.5667039761,-21.2603786874,32701
01KAT,01,K,AT,179.578476636,-20.3580807393,32701
01KAU,01,K,AU,179.5896322231,-19.4562358298,32701
01KAV,01,K,AV,179.6002000577,-18.5537646131,32701
01KBA,01,K,BA,-179.312056448,-17.6666255509,32701
01KBB,01,K,BB,-179.3007813624,-16.7638224378,32701
01KBP,01,K,BP,-179.4113019168,-23.9862039077,32701
01KBQ,01,K,BQ,-179.3948088851,-23.0835748616,32701
01KBR,01,K,BR,-179.3791325354,-22.1813734334,32701
01KBS,01,K,BS,-179.3642307307,-21.2785203062,32701
01KBT,01,K,BT,-179.3500912855,-20.3755608197,32701
01KBU,01,K,BU,-179.3367015948,-19.4730406437,32701
01KBV,01,K,BV,-179.3240265049,-18.5698803028,32701
01KCA,01,K,CA,-178.3694787945,-17.6753595759,32701
01KCB,01,K,CB,-178.3627643606,-16.7720805256,32701
01KCP,01,K,CP,-178.4285481535,-23.9984166354,32701
01KCQ,01,K,CQ,-178.4187342938,-23.0952725854,32701
01KCR,01,K,CR,-178.4094057226,-22.1925630381,32701
01KCS,01,K,CS,-178.4005373253,-21.2892076957,32701
01KCT,01,K,CT,-178.3921218132,-20.3857518493,32701
01KCU,01,K,CU,-178.384151652,-19.4827411206,32701
01KCV,01,K,CV,-178.376605887,-18.5790951178,32701
01KDA,01,K,DA,-177.4268056947,-17.6795797469,32701
01KDB,01,K,DB,-177.4246732503,-16.7760690006,32701
01KDP,01,K,DP,-177.4455219385,-24.0043297859,32701
01KDQ,01,K,DQ,-177.4424159786,-23.1009351564,32701
01KDR,01,K,DR,-177.4394626236,-22.1979783602,32701
01KDS,01,K,DS,-177.4366538971,-21.2943786226,32701
01KDT,01,K,DT,-177.4339874665,-20.3906812118,32701
01KDU,01,K,DU,-177.4314609254,-19.4874317265,32701
01KDV,01,K,DV,-177.4290676125,-18.5835493294,32701
01KEA,01,K,EA,-176.4811036259,-17.6793669305,32701
01KEB,01,K,EB,-176.4836961365,-16.7758680244,32701
01KEP,01,K,EP,-176.4583494594,-24.0040305081,32701
01KEQ,01,K,EQ,-176.4621255087,-23.1006486698,32701
01KER,01,K,ER,-176.4657160309,-22.1977044969,32701
01KES,01,K,ES,-176.4691307234,-21.2941172389,32701
01KET,01,K,ET,-176.4723724215,-20.390432165,32701
01KEU,01,K,EU,-176.4754440508,-19.4871948752,32701
01KEV,01,K,EV,-176.4783537095,-18.5833245548,32701
01KFA,01,K,FA,-175.5381444802,-17.6747030896,32701
01KFB,01,K,FB,-175.5453062778,-16.7714598899,32701
01KFP,01,K,FP,-175.4751339122,-23.9974981289,32701
01KFQ,01,K,FQ,-175.4856030194,-23.0943928676,32701
01KFR,01,K,FR,-175.4955543155,-22.1917215912,32701
01KFS,01,K,FS,-175.5050145867,-21.2884040756,32701
01KFT,01,K,FT,-175.513991604,-20.3849856157,32701
01KFU,01,K,FU,-175.5224934004,-19.4820118367,32701
01KFV,01,K,FV,-175.5305423251,-18.5784024158,32701
01KGA,01,K,GA,-174.5961871325,-17.6655342821,32701
01KGB,01,K,GB,-174.6079056101,-16.7627905402,32701
01KGP,01,K,GP,-174.4930360543,-23.9846786695,32701
01KGQ,01,K,GQ,-174.5101783375,-23.0821138719,32701
01KGR,01,K,GR,-174.5264717426,-22.1799758327,32701
01KGS,01,K,GS,-174.5419600586,-21.2771853576,32701
01KGT,01,K,GT,-174.5566559446,-20.3742877922,32701
01KGU,01,K,GU,-174.5705724963,-19.4718288123,32701
01KGV,01,K,GV,-174.5837462457,-18.5687290569,32701
01KHA,01,K,HA,-173.6543796149,-17.6518614338,32701
01KHB,01,K,HB,-173.6706414387,-16.7498607846,32701
01KHP,01,K,HP,-173.5112134523,-23.9655743026,32701
01KHQ,01,K,HQ,-173.535007051,-23.063813621,32701
01KHR,01,K,HR,-173.5576221662,-22.162468947,32701
01KHS,01,K,HS,-173.5791194765,-21.2604626168,32701
01KHT,01,K,HT,-173.5995164602,-20.3583400512,32701
01KHU,01,K,HU,-173.6188312104,-19.4566470003,32701
01KHV,01,K,HV,-173.6371143537,-18.5543055327,32701
01LAC,01,L,AC,179.6284745947,-15.8464167009,32701
01LAD,01,L,AD,179.6368034294,-14.9436401359,32701
01LAE,01,L,AE,179.6445980932,-14.0413378789,32701
01LAF,01,L,AF,179.6518783182,-13.1384304878,32701
01LAG,01,L,AG,179.6586488651,-12.2354633596,32701
01LAH,01,L,AH,179.6649149665,-11.3329820948,32701
01LAJ,01,L,AJ,179.670692264,-10.4299072158,32701
01LAK,01,L,AK,179.6759842741,-9.5267843993,32701
01LAL,01,L,AL,179.6807950063,-8.6241594855,32701
01LBC,01,L,BC,-179.2901722344,-15.8603913559,32701
01LBD,01,L,BD,-179.2802216358,-14.9568784337,32701
01LBE,01,L,BE,-179.2709215932,-14.053830058,32701
01LBF,01,L,BF,-179.2622485738,-13.1501665129,32701
01LBG,01,L,BG,-179.2541969262,-12.2464342556,32701
01LBH,01,L,BH,-179.2467604181,-11.3431799618,32701
01LBJ,01,L,BJ,-179.2399204883,-10.4393238283,32701
01LBK,01,L,BK,-179.2336729893,-9.5354125908,32701
01LBL,01,L,BL,-179.2280131685,-8.6319931608,32701
01LCC,01,L,CC,-178.3564452852,-15.8681774952,32701
01LCD,01,L,CD,-178.3505171233,-14.9641966175,32701
01LCE,01,L,CE,-178.3449751083,-14.0606842828,32701
01LCF,01,L,CF,-178.3398052009,-13.1565599528,32701
01LCG,01,L,CG,-178.3350040167,-12.2523701068,32701
01LCH,01,L,CH,-178.3305678284,-11.3486614415,32701
01LCJ,01,L,CJ,-178.3264855526,-10.4443533644,32701
01LCK,01,L,CK,-178.3227547022,-9.5399926463,32701
01LCL,01,L,CL,-178.3193724324,-8.6361262333,32701
01LDC,01,L,DC,-177.4226647717,-15.8719361988,32701
01LDD,01,L,DD,-177.4207788332,-14.9677274763,32701
01LDE,01,L,DE,-177.4190139097,-14.0639892258,32701
01LDF,01,L,DF,-177.4173655216,-13.1596405089,32701
01LDG,01,L,DG,-177.4158325799,-12.2552278157,32701
01LDH,01,L,DH,-177.4144138901,-11.3512978537,32701
01LDJ,01,L,DJ,-177.4131059017,-10.4467696457,32701
01LDK,01,L,DK,-177.4119078107,-9.5421899802,32701
01LDL,01,L,DL,-177.410818702,-8.6381058203,32701
01LEC,01,L,EC,-176.4861379367,-15.8717469662,32701
01LED,01,L,ED,-176.4884307599,-14.9675498906,32701
01LEE,01,L,EE,-176.4905764598,-14.0638231901,32701
01LEF,01,L,EF,-176.4925804828,-13.1594859466,32701
01LEG,01,L,EG,-176.4944441524,-12.2550846497,32701
01LEH,01,L,EH,-176.496168921,-11.3511660063,32701
01LEJ,01,L,EJ,-176.4977591047,-10.446649059,32701
01LEK,01,L,EK,-176.4992156813,-9.5420805951,32701
01LEL,01,L,EL,-176.5005397631,-8.638007577,32701
01LFC,01,L,FC,-175.552046168,-15.8675924105,32701
01LFD,01,L,FD,-175.5583688896,-14.9636467835,32701
01LFE,01,L,FE,-175.5642795246,-14.0601693991,32701
01LFF,01,L,FF,-175.5697930444,-13.156079781,32701
01LFG,01,L,FG,-175.5749130564,-12.2519244068,32701
01LFH,01,L,FH,-175.5796435343,-11.3482499715,32701
01LFJ,01,L,FJ,-175.5839962957,-10.4439759422,32701
01LFK,01,L,FK,-175.5879739911,-9.5396490869,32701
01LFL,01,L,FL,-175.5915796528,-8.6358163493,32701
01LGC,01,L,GC,-174.6189318296,-15.8594183313,32701
01LGD,01,L,GD,-174.6292735077,-14.9559637835,32701
01LGE,01,L,GE,-174.6389389283,-14.052973283,32701
01LGF,01,L,GF,-174.647952546,-13.1493672165,32701
01LGG,01,L,GG,-174.6563202317,-12.2456920385,32701
01LGH,01,L,GH,-174.6640484602,-11.342494422,32701
01LGJ,01,L,GJ,-174.6711565188,-10.4386946623,32701
01LGK,01,L,GK,-174.6776487156,-9.5348394906,32701
01LGL,01,L,GL,-174.6835299882,-8.6314758143,32701
01LHC,01,L,HC,-173.6859416087,-15.8472254339,32701
01LHD,01,L,HD,-173.7002907797,-14.9445015026,32701
01LHE,01,L,HE,-173.7137003994,-14.0422353708,32701
01LHF,01,L,HF,-173.7262043531,-13.1393487083,32701
01LHG,01,L,HG,-173.7378107448,-12.2363879349,32701
01LHH,01,L,HH,-173.7485285223,-11.3338996899,32701
01LHJ,01,L,HJ,-173.7583844025,-10.4308055008,32701
