01R,CR,-178.585830,31.808892
01R,DR,-177.529337,31.815418
01R,ER,-176.470663,31.815418
01R,FR,-175.414169,31.808892
01R,GR,-174.445757,31.799972
01U,CP,-179.029967,48.372492
01U,DP,-177.680139,48.376507
01U,EP,-176.319860,48.376507
01U,FP,-174.970032,48.372492
01U,GP,-174.159385,48.360457
01U,CQ,-179.064669,49.182586
01U,DQ,-177.692584,49.198764
01U,EQ,-176.307416,49.198764
01U,FQ,-174.935331,49.182586
01U,GQ,-174.140321,49.166681
01U,CR,-179.103240,50.081398
01U,DR,-177.705669,50.098095
01U,ER,-176.294331,50.098095
01U,FR,-174.896760,50.081398
01U,GR,-174.115471,50.065699
01U,CS,-179.143815,50.980047
01U,DS,-177.719439,50.997281
01U,ES,-176.280562,50.997281
01U,FS,-174.856185,50.980047
01U,GS,-174.089344,50.964577
01U,CT,-179.186533,51.878529
01U,DT,-177.733939,51.896323
01U,ET,-176.266061,51.896323
01U,FT,-174.813467,51.878529
01U,GT,-174.061854,51.863312
01U,CU,-179.231546,52.776846
01U,DU,-177.749224,52.795221
01U,EU,-176.250776,52.795221
01U,FU,-174.768454,52.776846
01U,GU,-174.032905,52.761904
01U,DV,-177.765351,53.693977
01U,EV,-176.234649,53.693977
01U,FV,-174.750776,53.674996
01U,GV,-174.002393,53.245768
01U,DA,-177.782383,54.592590
01U,EA,-176.217617,54.592590
01U,FA,-174.734649,54.573728
01U,DB,-177.800391,55.491062
01U,EB,-176.199609,55.491062
01U,FB,-174.717617,55.472398
01U,DC,-177.801735,55.967501
01U,EC,-176.198265,55.967501
01U,FC,-174.699609,55.954429
01V,DC,-177.819453,56.421906
01V,EC,-176.180547,56.421906
01V,FC,-174.698265,56.416528
01V,DD,-177.839656,57.287587
01V,ED,-176.160344,57.287587
01V,FD,-174.680547,57.269369
01V,DE,-177.861097,58.185642
01V,EE,-176.138904,58.185642
01V,FE,-174.660344,58.167673
01V,DF,-177.883883,59.083560
01V,EF,-176.116117,59.083560
01V,FF,-174.638903,59.065856
01V,DG,-177.908135,59.981343
01V,EG,-176.091864,59.981343
01V,FG,-174.616117,59.963920
01V,DH,-177.933992,60.878991
01V,EH,-176.066008,60.878991
01V,FH,-174.591864,60.861866
01V,DJ,-177.961605,61.776506
01V,EJ,-176.038394,61.776506
01V,FJ,-174.566008,61.759693
01V,DK,-177.991151,62.673890
01V,EK,-176.008849,62.673890
01V,FK,-174.538394,62.657404
01V,DL,-178.022375,63.557763
01V,EL,-175.977625,63.557763
01V,FL,-174.508849,63.548819
01V,FM,-174.051936,63.997904
01W,CL,-179.417184,64.006196
01W,DL,-178.022827,64.013397
01W,EL,-175.977173,64.013397
01W,FL,-174.582816,64.006196
01W,DM,-178.056861,64.468265
01W,EM,-175.943138,64.468265
01W,FM,-174.477173,64.454573
01W,DN,-178.093514,65.365260
01W,EN,-175.906486,65.365260
01W,FN,-174.443138,65.349838
01W,DP,-178.133086,66.262126
01W,EP,-175.866914,66.262126
01W,FP,-174.406486,66.247086
01W,DQ,-178.175927,67.158866
01W,EQ,-175.824073,67.158866
01W,FQ,-174.366914,67.144217
01W,DR,-178.222443,68.055478
01W,ER,-175.777557,68.055478
01W,FR,-174.324073,68.041232
01W,DS,-178.273112,68.951964
01W,ES,-175.726888,68.951964
01W,FS,-174.277557,68.938130
01W,DT,-178.328499,69.848322
01W,ET,-175.671501,69.848322
01W,FT,-174.226888,69.834909
01W,DU,-178.389275,70.744552
01W,EU,-175.610725,70.744552
01W,FU,-174.171501,70.731567
01W,DV,-178.450182,71.591066
01W,EV,-175.549818,71.591066
01W,FV,-174.110725,71.589358
02G,KM,-173.836027,-47.907073
02G,LM,-173.008910,-47.911127
02G,MM,-171.670288,-47.922786
02G,NM,-170.329712,-47.922786
02G,PM,-168.991090,-47.911127
02G,QM,-168.163973,-47.907073
02G,KN,-173.813500,-47.368222
02G,LN,-172.993043,-47.384471
02G,MN,-171.668295,-47.399665
02G,NN,-170.331704,-47.399665
02G,PN,-169.006957,-47.384471
02G,QN,-168.186499,-47.368222
02G,KP,-173.792033,-46.468783
02G,LP,-172.959767,-46.485171
02G,MP,-171.657015,-46.499897
02G,NP,-170.342985,-46.499897
02G,PP,-169.040233,-46.485171
02G,QP,-168.207967,-46.468783
02G,KQ,-173.771562,-45.569206
02G,LQ,-172.928049,-45.585710
02G,MQ,-171.646266,-45.599984
02G,NQ,-170.353734,-45.599984
02G,PQ,-169.071951,-45.585710
02G,QQ,-168.228438,-45.569206
02G,KR,-173.752032,-44.669491
02G,LR,-172.897800,-44.686089
02G,MR,-171.636016,-44.699924
02G,NR,-170.363983,-44.699924
02G,PR,-169.102200,-44.686089
02G,QR,-168.247968,-44.669491
02G,KS,-173.733391,-43.769639
02G,LS,-172.868938,-43.786309
02G,MS,-171.626238,-43.799719
02G,NS,-170.373761,-43.799719
02G,PS,-169.131062,-43.786309
02G,QS,-168.266609,-43.769639
02G,KT,-173.715591,-42.869652
02G,LT,-172.841386,-42.886371
02G,MT,-171.616906,-42.899368
02G,NT,-170.383094,-42.899368
02G,PT,-169.158614,-42.886371
02G,QT,-168.284409,-42.869652
02G,KU,-173.698588,-41.969529
02G,LU,-172.815074,-41.986276
02G,MU,-171.607995,-41.998872
02G,NU,-170.392005,-41.998872
02G,PU,-169.184926,-41.986276
02G,QU,-168.301412,-41.969529
02G,KV,-173.682340,-41.069273
02G,LV,-172.789938,-41.086027
02G,MV,-171.599483,-41.098232
02G,NV,-170.400517,-41.098232
02G,PV,-169.210062,-41.086027
02G,QV,-168.317659,-41.069273
02G,KA,-173.671456,-40.313320
02G,LA,-172.768090,-40.322400
02G,MA,-171.591350,-40.325428
02G,NA,-170.408650,-40.325428
02G,PA,-169.231910,-40.322400
02G,QA,-168.328544,-40.313320
02K,JU,-173.968509,-23.740655
02K,KU,-173.453611,-23.741255
02K,LU,-172.472772,-23.748944
02K,MU,-171.491572,-23.753561
02K,NU,-170.508428,-23.753561
02K,PU,-169.527228,-23.748944
02K,QU,-168.546389,-23.741255
02K,RU,-168.031491,-23.740655
02K,JV,-173.958759,-23.030664
02K,KV,-173.441284,-23.039113
02K,LV,-172.465752,-23.051091
02K,MV,-171.489725,-23.057052
02K,NV,-170.510275,-23.057052
02K,PV,-169.534248,-23.051091
02K,QV,-168.558715,-23.039113
02K,RV,-168.041241,-23.030664
02K,JA,-173.949492,-22.128311
02K,KA,-173.425348,-22.136570
02K,LA,-172.456149,-22.148028
02K,MA,-171.486468,-22.153728
02K,NA,-170.513532,-22.153728
02K,PA,-169.543851,-22.148028
02K,QA,-168.574651,-22.136570
02K,RA,-168.050508,-22.128311
02K,JB,-173.940696,-21.225864
02K,KB,-173.410210,-21.233917
02K,LB,-172.447025,-21.244860
02K,MB,-171.483373,-21.250303
02K,NB,-170.516627,-21.250303
02K,PB,-169.552975,-21.244860
02K,QB,-168.589789,-21.233917
02K,RB,-168.059304,-21.225864
02K,JC,-173.932357,-20.323326
02K,KC,-173.395848,-20.331158
02K,LC,-172.438369,-20.341592
02K,MC,-171.480435,-20.346781
02K,NC,-170.519565,-20.346781
02K,PC,-169.561631,-20.341592
02K,QC,-168.604152,-20.331158
02K,RC,-168.067643,-20.323326
02K,JD,-173.924463,-19.420701
02K,KD,-173.382240,-19.428296
02K,LD,-172.430167,-19.438227
02K,MD,-171.477651,-19.443165
02K,ND,-170.522349,-19.443165
02K,PD,-169.569833,-19.438227
02K,QD,-168.617759,-19.428296
02K,RD,-168.075537,-19.420701
02K,JE,-173.917004,-18.517993
02K,KE,-173.369368,-18.525335
02K,LE,-172.422407,-18.534769
02K,ME,-171.475014,-18.539458
02K,NE,-170.524985,-18.539458
02K,PE,-169.577593,-18.534769
02K,QE,-168.630631,-18.525335
02K,RE,-168.082996,-18.517993
